122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
122.10,244.20,366.30,488.40,610.50,732.60,976.80,0.00
