141.88,263.98,386.08,508.18,630.28,752.38,996.58,0.00
130.40,252.50,374.60,496.70,618.80,740.90,985.10,0.00
142.12,264.22,386.32,508.42,630.53,752.63,996.83,0.00
128.45,250.55,372.65,494.75,616.85,738.95,983.15,0.00
140.17,262.27,384.37,506.47,628.57,750.67,994.87,0.00
139.44,261.54,383.64,505.74,627.84,749.94,994.14,0.00
139.93,262.03,384.13,506.23,628.33,750.43,994.63,0.00
140.66,262.76,384.86,506.96,629.06,751.16,995.36,0.00
123.08,245.18,367.28,489.38,611.48,733.58,977.78,0.00
144.32,266.42,388.52,510.62,632.72,754.82,999.02,0.00
124.30,246.40,368.50,490.60,612.70,734.80,979.00,0.00
124.54,246.64,368.74,490.84,612.94,735.04,979.24,0.00
132.11,254.21,376.31,498.41,620.51,742.61,986.81,0.00
138.95,261.05,383.15,505.25,627.35,749.45,993.65,0.00
124.30,246.40,368.50,490.60,612.70,734.80,979.00,0.00
129.43,251.53,373.63,495.73,617.83,739.93,984.13,0.00
134.80,256.90,379.00,501.10,623.20,745.30,989.50,0.00
137.97,260.07,382.17,504.27,626.37,748.47,992.67,0.00
143.35,265.45,387.55,509.65,631.75,753.85,998.05,0.00
124.05,246.15,368.25,490.35,612.45,734.55,978.75,0.00
131.62,253.72,375.82,497.92,620.02,742.12,986.32,0.00
139.44,261.54,383.64,505.74,627.84,749.94,994.14,0.00
143.59,265.69,387.79,509.89,631.99,754.09,998.29,0.00
125.03,247.13,369.23,491.33,613.43,735.53,979.73,0.00
125.03,247.13,369.23,491.33,613.43,735.53,979.73,0.00
128.21,250.31,372.41,494.51,616.61,738.71,982.91,0.00
132.11,254.21,376.31,498.41,620.51,742.61,986.81,0.00
132.84,254.95,377.05,499.15,621.25,743.35,987.55,0.00
138.71,260.81,382.91,505.01,627.11,749.21,993.41,0.00
146.28,268.38,390.48,512.58,634.68,756.78,1000.98,0.00
146.03,268.13,390.23,512.33,634.43,756.53,1000.73,0.00
123.81,245.91,368.01,490.11,612.21,734.31,978.51,0.00
126.01,248.11,370.21,492.31,614.41,736.51,980.71,0.00
128.45,250.55,372.65,494.75,616.85,738.95,983.15,0.00
135.53,257.63,379.73,501.83,623.93,746.03,990.23,0.00
131.14,253.24,375.34,497.44,619.54,741.64,985.84,0.00
132.84,254.95,377.05,499.15,621.25,743.35,987.55,0.00
132.84,254.95,377.05,499.15,621.25,743.35,987.55,0.00
132.84,254.95,377.05,499.15,621.25,743.35,987.55,0.00
132.84,254.95,377.05,499.15,621.25,743.35,987.55,0.00
132.84,254.95,377.05,499.15,621.25,743.35,987.55,0.00
132.84,254.95,377.05,499.15,621.25,743.35,987.55,0.00
132.84,254.95,377.05,499.15,621.25,743.35,987.55,0.00
132.84,254.95,377.05,499.15,621.25,743.35,987.55,0.00
132.84,254.95,377.05,499.15,621.25,743.35,987.55,0.00
132.84,254.95,377.05,499.15,621.25,743.35,987.55,0.00
132.84,254.95,377.05,499.15,621.25,743.35,987.55,0.00
132.84,254.95,377.05,499.15,621.25,743.35,987.55,0.00
132.84,254.95,377.05,499.15,621.25,743.35,987.55,0.00
132.84,254.95,377.05,499.15,621.25,743.35,987.55,0.00
132.84,254.95,377.05,499.15,621.25,743.35,987.55,0.00
132.84,254.95,377.05,499.15,621.25,743.35,987.55,0.00
132.84,254.95,377.05,499.15,621.25,743.35,987.55,0.00
132.84,254.95,377.05,499.15,621.25,743.35,987.55,0.00
